# timestamp, confidence, diameter,time from start
1.43E+09,1.00E+00,5.66E+01,9.24E+00
1.43E+09,1.00E+00,5.67E+01,9.26E+00
1.43E+09,1.00E+00,5.66E+01,9.29E+00
1.43E+09,1.00E+00,5.65E+01,9.33E+00
1.43E+09,1.00E+00,5.63E+01,9.36E+00
1.43E+09,1.00E+00,5.61E+01,9.39E+00
1.43E+09,1.00E+00,5.59E+01,9.44E+00
1.43E+09,1.00E+00,5.58E+01,9.47E+00
1.43E+09,1.00E+00,5.58E+01,9.50E+00
1.43E+09,1.00E+00,5.58E+01,9.53E+00
1.43E+09,1.00E+00,5.57E+01,9.59E+00
1.43E+09,1.00E+00,5.62E+01,9.64E+00
1.43E+09,1.00E+00,5.60E+01,9.67E+00
1.43E+09,9.68E-01,5.56E+01,9.69E+00
1.43E+09,9.27E-01,5.57E+01,9.72E+00
1.43E+09,1.00E+00,5.58E+01,9.75E+00
1.43E+09,1.00E+00,5.57E+01,9.79E+00
1.43E+09,1.00E+00,5.55E+01,9.82E+00
1.43E+09,9.20E-01,5.57E+01,9.86E+00
1.43E+09,8.75E-01,5.56E+01,9.89E+00
1.43E+09,9.78E-01,5.61E+01,9.93E+00
1.43E+09,1.00E+00,5.65E+01,9.96E+00
1.43E+09,1.00E+00,5.66E+01,1.00E+01
1.43E+09,1.00E+00,5.67E+01,1.00E+01
1.43E+09,1.00E+00,5.66E+01,1.01E+01
1.43E+09,1.00E+00,5.65E+01,1.01E+01
1.43E+09,1.00E+00,5.66E+01,1.02E+01
1.43E+09,1.00E+00,5.65E+01,1.02E+01
1.43E+09,1.00E+00,5.66E+01,1.02E+01
1.43E+09,1.00E+00,5.69E+01,1.03E+01
1.43E+09,1.00E+00,5.70E+01,1.03E+01
1.43E+09,1.00E+00,5.72E+01,1.03E+01
1.43E+09,1.00E+00,5.73E+01,1.04E+01
1.43E+09,1.00E+00,5.70E+01,1.04E+01
1.43E+09,9.62E-01,5.73E+01,1.05E+01
1.43E+09,8.61E-01,5.69E+01,1.05E+01
1.43E+09,9.19E-01,5.69E+01,1.06E+01
1.43E+09,9.49E-01,5.74E+01,1.06E+01
1.43E+09,9.28E-01,5.78E+01,1.06E+01
1.43E+09,9.25E-01,5.76E+01,1.06E+01
1.43E+09,9.61E-01,5.75E+01,1.07E+01
1.43E+09,9.14E-01,5.74E+01,1.07E+01
1.43E+09,8.27E-01,5.70E+01,1.08E+01
1.43E+09,8.95E-01,5.70E+01,1.08E+01
1.43E+09,9.59E-01,5.74E+01,1.08E+01
1.43E+09,9.66E-01,5.78E+01,1.08E+01
1.43E+09,9.33E-01,5.79E+01,1.09E+01
1.43E+09,9.48E-01,5.80E+01,1.09E+01
1.43E+09,9.54E-01,5.81E+01,1.09E+01
1.43E+09,9.68E-01,5.85E+01,1.10E+01
